"22:...不习惯。在上任政务处长不久即写信给美国历史学者费正清（J.K.Fairbank)说：“就生活而论，我更加喜欢当教授。当我回想起与充当教师有关的悠闲的生活、书籍和著作之际，有时我不禁潸然泪下。”[115]但很快他就进入角色，全身心地投入他自诩为类似法国“内阁政务处首席顾问”、实际上仅仅是行政院兼院长蒋介石的秘书一类的工作[116]。他称赞蒋介石“甚至比美国历届总统加新派”[117]。以后，工作虽有变动，但他一干就是30年，乐此不疲地做国民党政府的官僚。		  【文件名:\当代\CWAC\AHB0018.txt	文章标题:	作者:】
",v,0
"24:...。但是湖南地方上的士大夫阶级确承认他的领袖地位。他对洪秀全的态度就是当时一般士大夫的态度，不过比别人更加积极而已。		  【文件名:\当代\CWAC\AHB0018.txt	文章标题:	作者:】
",a,1
"25:同治光绪年间的社会，如何反对新人新政，我们从郭嵩焘的命运可以更加看得清楚。郭氏的教育及出身和当时一般士大夫一样，并无特别，但是咸丰末年英法联军之役，他跟着僧格林沁在大...		  【文件名:\当代\CWAC\AHB0018.txt	文章标题:	作者:】
",a,0
"26:...各省，因为沿海的省分是中国的精华，而且帝国主义者的压迫在东方的过于在西方的。自从日本维新以后，李鸿章更加焦急。他觉得日本是中国的真敌，因为日本一心一意谋我，他无所图，而且相隔既近，动兵比较容易。至于西洋各国...		  【文件名:\当代\CWAC\AHB0018.txt	文章标题:	作者:】
",a,0
"27:...后复政以后，她硬不割让三门湾给意大利。她令浙江守土的官吏准备抗战。后意大利居然放弃了他的要求，顽固党更加觉得强硬对付洋人是对的。		  【文件名:\当代\CWAC\AHB0018.txt	文章标题:	作者:】
",v,0
"28:　　有的方面是我们自己多年从事研究的专业领域，有的方面则超出了我们的专业领域，为了使本书涵盖的内容更加广泛、更能体现近年国内学界的最新研究成果、更能贴近高等教育改革的方向，使专业学习和研究更能贴近社会需求...		  【文件名:\当代\CWAC\AHE0019.txt	文章标题:	作者:】
",a,0
"29:...形成概况：历史学最早产生于春秋战国，孔子就已经开始历史学教育，创作《春秋》著作。到汉朝司马迁父子建立更加完善的历史学体系和创作形式，历史学已经开始成为官方研究重点。东汉的班固就是在专门保存书籍的兰台（御史台...		  【文件名:\当代\CWAC\AHE0021.txt	文章标题:	作者:】
",a,0
"30:...施的统治。葛兰西还认为,霸权/领导权的力量总是依据社会文化条件而不断地调整、修正,它们是可以商谈的、更加精致的,所以反霸权的策略也应当是不断修正的。Said)所说的可怕的从属性(d read fu l seco nd-arin es s),装潢门面的民族独立不能掩盖由殖民占领所导致的政治、经济尤其是文化上的灾难性后果。[13]全球化导致中国他者形象发生了显著的变化。在此之前,他者形象的构造动机和形象意味都是比较明显的。全球化带来的同一性,以及后现代的中心消失、价值抹平、国家边界的模糊、空间认同和身份认同的变异,导致想象的双方都在进行调整。但是,具有塑造权的一方只不过使策略更为隐微      而作为形象的被塑造方却遭遇了双重认同的危机(认同西方并且认同西方构想出来的中国),遭遇了某种空前的挣扎与陷落。全球化确实给第三世界的国家带来了某种经济发展、生活改善以至于腾飞的机遇,但是并没有改变它们乃是世界经济链条上最为薄弱的一环的现实,甚至还带给它们新的灾难。正如殷惠敏所指出的:在全球化的过程中,只有少数国家缩小了同北方的差距,可是对于大多数国家来说,这个差距是扩大了。全球化对一国内部的影响,根据一些社会调查似乎也是扩大了贫富差距。这显然不是一场公平的游戏。[14]更令笔者关注的是,它所带来的文化冲击以及文化重塑造成了第三世界(尤其是以前闭关锁国的如中国一般的国家)关于自身定位的两难境地,它们在进行文化转型的时候将面临着传统/西方的双重断裂,不但要面对西方-他者,而且要面对自身文化分裂出来的传统-他者,在多方力量的挤压下,矛盾地、艰难地、甚或是反复无常地进行着以寻找自身文化定位为目标的坎坷跋涉。可以说,全球化带来了它们构想/表述自身的复活,同时也带来了它们构想/表述自身的困惑与迷失。中国在巨大的历史阴霾中慢慢苏醒,但还没来得及在反思与寻根中重新指称自我就已经被卷入另一场生死未卜的巨大潮流中。如果说这样的卷入与五四时的卷入一般同样带上了很大的无奈的话,那么此时此刻的无奈更添加了些许久经坎坷之后的茫然与痛楚对于现代性追求中断后、继续征程的难以名状的矛盾心理。[15]20世纪80...		  【文件名:\当代\CWAC\AHJ0026.txt	文章标题:	作者:】
",a,0
"31:...史旺盛而多样的需求，成为突出的时代特征之一。这一趋势，促使历史内容和历史普及有了明显变化。历史的内容更加全面与平衡，从政治史唱主角，到经济史、文化史、社会史并重；从偏重社会上层历史，到社会上层和下层历史并重。历史普及的社会面更广，除面向社会大众，中学历史教育的""普及""色彩也很浓重，向学生传授和普及历史知识，成为已经全面展开的中学""历史课程改革""目标之根本所在。历史普及的形式加多样，除传统的历史书写方式，""史话""、""通俗史书""、""细说历史""等，其它如历史小说《李自成》、《曾国藩...		  【文件名:\当代\CWAC\AHM0032.txt	文章标题:	作者:】
",a,0
"32:...业""的追求，而且也有史学家潜心地为大众写作。这就夯实了史学的社会基础，扩大了史学的社会影响，史学也就更加具有现代的""专业""与""大众""相间的""完整""意义。		  【文件名:\当代\CWAC\AHM0032.txt	文章标题:	作者:】
",v,0
"34:...9世纪的罗马史），塔西陀的《历史》、《编年史》和《日耳曼尼亚志》等。档案在世界史研究中从近代以来亦被更加广泛地应用。我们知道，马克思为了撰写《资本论》中关于英国劳工法的问题，就曾经最广泛地翻阅、利用过大英博...		  【文件名:\当代\CWAC\AHT0034.txt	文章标题:	作者:】
",a,0
"35:同时，历史文献通过文字的记述，可以更加具体甚至更为形象、逼真、生动地表现出历史的发展进程及其各个侧面。例如，关于历史上的典章制度，常常是靠了...		  【文件名:\当代\CWAC\AHT0034.txt	文章标题:	作者:】
",a,0
"37:...例子还偏重于对某些具体的零碎的历史问题的看法和观点的话，那么在史学研究者、工作者那里，贝lj往往具有更加系统、全面、抽象和更带有哲学意义的对于历史总体的认识与观点。这种历史观带有一般的普遍的性质，它常常是当...		  【文件名:\当代\CWAC\AHT0034.txt	文章标题:	作者:】
",a,0
"38:...、政治制度，还是考试制度等等方面，都十分地突出。这就必然地要求能够从历史上得到借鉴，从而使得这些革新更加的合理与完善。可是，恰恰从《后汉书》以后，诸纪传体史书于书志上很不完备。《三国志》、《梁书》、《陈书》...		  【文件名:\当代\CWAC\AHT0034.txt	文章标题:	作者:】
",a,0
"39:事实证明，懂得人类社会的历史发展规律，就能够更加自觉地治国安邦，参加现实的变革，改造社会，推动人类的进步事业；史学在这里是能够发挥自己的重大作用的。		  【文件名:\当代\CWAC\AHT0034.txt	文章标题:	作者:】
",a,0
"40:...主义产生以后，由于人们对于历史发展规律的认识完全建立在科学的基础上，于是通过研究历史，预测未来，也就更加地真实可靠。正像列宁所说的，对人类社会未来的预测，“马克思丝毫没有陷入空想主义，他没有虚构和幻想‘新’...		  【文件名:\当代\CWAC\AHT0034.txt	文章标题:	作者:】
",a,0
"41:...区别犹如今日“印刷体”与“手写体”的不同。不过，周原甲骨文与殷墟甲骨文在刻写风格上有差异，前者比后者更加草率难识(参见图5-1、图5-2、图5-3、图5-4、图5-5、图5-6、图5-7)。		  【文件名:\当代\CWAC\ALB0035.txt	文章标题:	作者:】
",a,1
"42:...46年，史留完全可能在两朝为官，因此，旧说史籀是周宣王太史之说,不但不能轻易否定,而且征之铜器铭文，更加明确无疑。根据《说文解字》所收籀文字体与石鼓文和春秋时代的秦国金文相同，而与周宣王时金文不相似的事实，...		  【文件名:\当代\CWAC\ALB0035.txt	文章标题:	作者:】
",a,1
"43:2. 笔画更加线条化。笔形或圆转或笔直，线条均匀，不像殷周金文笔画粗细不均，向更脱离图画性质的小篆发展。		  【文件名:\当代\CWAC\ALB0035.txt	文章标题:	作者:】
",n,1
"44:东汉时代，已出现一些用笔比隶书更加灵活而又不像草书那样不拘点画只存轮廓大意的字体。例如武威汉简中的枟建武耿将军方牍枠，虽书写潦草，然而点...		  【文件名:\当代\CWAC\ALB0035.txt	文章标题:	作者:】
",a,1
"45:...因为音韵学家大多喜欢故弄玄虚，将一些本来很简单的概念硬是与阴阳五行，天地日月什么的搅和在一起，旁人就更加难以看懂。不过，今天我们有了现代语言学作为工具，那些原本玄妙无比的名词只需细加解析，便会昭如日月，人皆可见。我写这个小文的目的之一，也就是为了让不懂汉语音韵知识的人，能够从此对之有...		  【文件名:\当代\CWAC\ALE0041.txt	文章标题:	作者:】
",a,0
"46:在语感上,这种省略式的感情色彩反而显得更浓,语气也显得更加夸张。		  【文件名:\当代\CWAC\ALJ0043.txt	文章标题:	作者:】
",a,0
"47:...我们的教学,一般说来,我们十分重视语言技能的训练,强调听、说、读、写均衡发展,仅此是不够的。现在人们更加关注的是,在某个级别学习者以这样的语言技能‘能做什么”过去,我们也注重语言知识的传授,语音、词汇、语法、汉字,近年来又加之篇章’这只是就语言本身而言。现在看来,似应在功能和话题的导引下,加关注学习者的情感态度,即兴趣、动机、自信、意志和合作精神等影响学生学习过程和学习效果的相关因素。		  【文件名:\当代\CWAC\ALJ0045.txt	文章标题:	作者:】
",v,1
"48:...可分割的整体,共同促进综合语言能力的形成。这样的认识,显然比我们原来理解的教学内容要开阔许多，内涵也更加丰富。		  【文件名:\当代\CWAC\ALJ0045.txt	文章标题:	作者:】
",a,0
"49:...始终从属于语言，是一种辅助的交际工具。旗语、电报代码等交际工具，大多是在语言和文字的基础上产生的，是更加后起的交际工具，离开语言与文字，它们就不能独立存在。这些交际工具都有特殊的服务领域，使用的范围相当狭窄...		  【文件名:\当代\CWAC\ALT0049.txt	文章标题:	作者:】
",a,1
"50:...同的变格规则。一个形容词有长尾、短尾的区别，它们又各有数、性、格的变化，共有四十八个形式。动词的变化更加复杂，一个动词的各种变化形式加在一起不下一百种。记住各种词形变化是外国人学习这类形态丰富的语言时的主要困难。		  【文件名:\当代\CWAC\ALT0049.txt	文章标题:	作者:】
",a,1
"51:　　在词义的概括中把特殊的、复杂的东西变成一般的、简单的东西，这在复合词所表示的意义中可以看得更加清楚。比方“谢幕”这个词概括了剧场里一种常见的热烈场面，很难用一句话清楚而确切地表达出来。《现代汉语词...		  【文件名:\当代\CWAC\ALT0049.txt	文章标题:	作者:】
",a,0
"53:　　在三、四世纪有些道家的人试图使道家更加接近儒家；在十一、二世纪也有些儒家的人试图使儒家加接近道家。我们把这些道家的人称为新道家，把这些儒家的人称为新儒家。正是这些运动使中国哲学既入世而又出世...		  【文件名:\当代\CWAC\APB0050.txt	文章标题:	作者:】
",v,0
"54:...是许多教师中的一个教师。但是他死后，逐渐被认为是至圣先师，高于其他一切教师。到公元前二世纪，他的地位更加提高。当时许多儒家的人认为，孔子曾经真地接受天命，继周而王。他虽然没有真正登极，但是就理想上说，他是君...		  【文件名:\当代\CWAC\APB0050.txt	文章标题:	作者:】
",v,0
"55:...以我不认为目前的内忧外患是中国人在春秋战国以后所不熟悉的局面，当然目前的忧患的确具有世界规模，其后果更加严重。 		  【文件名:\当代\CWAC\APB0050.txt	文章标题:	作者:】
",a,0
"56:　　（二）一旦官僚政治在社会方面有了存在依据，它在技术上的官僚作风，就会更加厉害，反之，如果官僚不可能把政府权力全部掌握在自己手中，并按照自己的利益而摆布，则属于事务的技术的官场...		  【文件名:\当代\CWAC\APB0063.txt	文章标题:	作者:】
",a,0
"57:不过分强调角色、权威或地位的咨询者，可能使来访者觉得更加真诚。过分强调自己的角色和位置，会造成过大而不必要的情感距离，来访者会感到害怕甚至不满。真诚的咨询者是...		  【文件名:\当代\CWAC\APB0081.txt	文章标题:	作者:】
",a,0
"58:...察。阿多诺认为，通过侵害革命意识的客观基础，通过冻结曾作为批判意识之基础的个人主义，资本主义已经变得更加根深蒂固了。		  【文件名:\当代\CWAC\APE0054.txt	文章标题:	作者:】
",a,0
"59:　　心理学发展到今天，所争论的问题已不再是实验方法对心理学的研究是否适用，而是如何使心理学的实验方法更加完善，如何用实验室中发现的心理学规律来解决实际问题。		  【文件名:\当代\CWAC\APE0082.txt	文章标题:	作者:】
",a,0
"60:...的力量和美德等积极方面的一个心理学思潮。积极心理学的研究对象是平均水平的普通人，它要求心理学家用一种更加开放的、欣赏性的眼光去看待人类的潜能、动机和能力等。		  【文件名:\当代\CWAC\APE0086.txt	文章标题:	作者:】
",a,0
"61:...的兴旺和发展[19]。所有这些不同领域中的研究都表明，强调人性的积极面可以使心理学研究的各个分支领域更加注重于培养和调动人性中固有的力量，从而使得治疗、咨询、培训、教育、人际交往更为有效和顺畅[20]。		  【文件名:\当代\CWAC\APE0086.txt	文章标题:	作者:】
",v,0
"62:...放三十年来，心理学在国家科学发展中力量日益壮大，影响日益深远，能量积聚充足。今天的中国心理学正以一种更加积极的视野去关注国家发展和社会心态建设，以适应国家整体发展的需要。积极心理学是幸福科学的主干学科和基础...		  【文件名:\当代\CWAC\APE0086.txt	文章标题:	作者:】
",a,0
"63:　　积极心理学采取了更加包容的态度，它以实证的研究方法为主，同时也不拒绝非实证的研究方法，这也是它比人本主义心理学高明之处。它...		  【文件名:\当代\CWAC\APE0086.txt	文章标题:	作者:】
",n,0
"64:　　如何能够让组织成员的信念和判断朝向更加积极正面？这恐怕是每个企业管理者都十分关注的问题，领袖积极心理学(positive ...		  【文件名:\当代\CWAC\APE0086.txt	文章标题:	作者:】
",a,0
"65:...首要的目的。这在东西方文化的差异中有明显的表现。对于享受生活等价值观念，西方社会文化就比东方社会文化更加地加以强调；而东方的社会文化就比西方更强调社会承认等价值观念。可以说，人们怎样来创造一个有意义的生活是受到...		  【文件名:\当代\CWAC\APE0086.txt	文章标题:	作者:】
",v,1
"66:...一篇文章上，Seligman指出心理学有三项使命:一是研究消极心理，治疗精神疾病；二是让所有人生活得更加充实有意义；三是鉴别和培养天才[21]。他认为,过去的消极心理学只担负了前一种使命，积极心理学要把心理...		  【文件名:\当代\CWAC\APE0086.txt	文章标题:	作者:】
",a,0
"67:...代社会中，由于科学技术已经成为第一生产力,知识经济、信息经济的时代正在到来,这两大类生产和交往的关系更加密切,甚至在一些领域里开始合为一体。生产既是物质的又是精神的,交往同样既是物质的又是精神的。物质生产和...		  【文件名:\当代\CWAC\APJ0060.txt	文章标题:	作者:】
",a,0
"68:...出了国家和地区的局限,使需求和交往成为世界历史性的活动。其需求和交往具有世界历史性质的主体,应当具有更加广泛和普遍的主体间性。		  【文件名:\当代\CWAC\APJ0060.txt	文章标题:	作者:】
",a,0
"69:...于强调一致性,强调单独治理,缺乏弹性,缺乏资源和信息等问题,不能有效解决公共问题,因此,政策网络治理更加依赖具有激励性、沟通性、契约性和自愿性的工具。		  【文件名:\当代\CWAC\APJ0071.txt	文章标题:	作者:】
",v,0
"70:...公共领域中，大众媒体搭建一个交流的平台，在这一平台上利用其强大的技术力量将政府、媒体、公众的交流变得更加全面、直接而深刻，并将这一交流过程和结果广泛传播以影响到更多的公众。日新月异的互联网,正是提供了这样一个沟通的平台。在利益多元化的社会中，多元化表达是客观存在的。互联网的迅速普及，出现了一种广泛的、平民化的表达方式,这种现象总的来说是一个好的开端。互联网打破了公共领域和私人领域之间的界限,丰富了公众参与政治经济生活的诉求渠道，活跃了民间话语表达的力量，更好地调动了全社会的智慧。如果政府与公众能够通过互联网进行有效的互动,进行双向的交流，那么，政府可以倾听到基层公众的最真实呼声，为决策构筑广泛的民意基础，增强社会监督力量,使政府管理模式向着加高效、廉洁、自律、透明的方向发展。因此，更好地引导公众话语权的表达，实质上是拓展了公众参与的渠道，对于...		  【文件名:\当代\CWAC\APJ0072.txt	文章标题:	作者:】
",a,0
"71:正如吉登斯所说,现代化在更广、更深的范围内将整个社会联系起来，同时也使得整个社会的正常运行更加依赖于这种联系，因而使得整个社会变得加脆弱。SARS爆发和流行所带来的混乱和恐慌,除了向医疗卫生体系或医学技术提出严峻的挑战外,更是直接向我...		  【文件名:\当代\CWAC\APJ0074.txt	文章标题:	作者:】
",v,0
"72:体制转型造成了一个与改革前相比更大程度分化的社会，现代化使得这种社会分化的趋势更加不可避免，旧的社会结构成分不断解体，新的社会结构成分不断产生。对于一个社会的社会控制体系来说，这种分化...		  【文件名:\当代\CWAC\APJ0074.txt	文章标题:	作者:】
",v,0
"73:...赛里斯神就是公正神，公正神还专司对死人的审判，以是否勤于稼穑判断人们生前的善恶。公正神比国王(法老)更加全知全能，国王不过是她的“口舌”和“心”是她的意志和智慧的代言者和执行人。由此可见，公正这个概念刚刚问...		  【文件名:\当代\CWAC\APJ0075.txt	文章标题:	作者:】
",a,1
"74:第三，“新公共管理”建立起一个更加全面、综合的知识框架。传统的公共行政学的理论框架形成于本世纪20、30年代，建立起以官僚体制、组织原理...		  【文件名:\当代\CWAC\APJ0076.txt	文章标题:	作者:】
",a,0
"76:...些传统的心理学研究机构也修改了名称，力图展现其贴近神经科学的特色和优势。具身认知研究回归身体的倾向也更加彰显了神经科学和脑科学的地位，给人的印象是神经机制和大脑结构的研究才是科学心理学的发展方向。在这样一种...		  【文件名:\当代\CWAC\APJ0089.txt	文章标题:	作者:】
",v,0
"77:...在外打工的艰辛,并以此作为激励自己好好学习的动力。调查中也了解到,有极少数孩子在父母出外打工后,变得更加坚强、自理能力增强,把对父母的思念感激变为学习的动力,学习自觉上进,表现良好。		  【文件名:\当代\CWAC\APJ0090.txt	文章标题:	作者:】
",a,0
"78:...低,则有利于领导者与下属之间建立良好的和谐的关系,这也促使下属体现出对团队目标的更大认同,对团队领导更加忠诚,并表现出更多的组织公民行为,从而有利于组织目标的实现。		  【文件名:\当代\CWAC\APJ0091.txt	文章标题:	作者:】
",a,0
"79:... 描述统计男女中学生心理韧性总分和维度分的均值和标准差如表3所示。为了和5点量尺相对应,使分数的含义更加明了,表3中的维度分是用每个维度的总分除以这个维度的题目数得到的题目均分。独立样本检验未发现各维度及总...		  【文件名:\当代\CWAC\APJ0092.txt	文章标题:	作者:】
",a,0
"80:4. 经历挫折后我一般会更加成熟有经验。		  【文件名:\当代\CWAC\APJ0092.txt	文章标题:	作者:】
",a,0
"81:...的速度反应。每种安排在被试反应后都要求他做自我估计，然后告诉他实际结果。第一和第二种安排是为了使被试更加有效地运用自我估计和客观结果相比较的方法，使他在主观估计的时间和客观结果相符不相符问题上多进行思考，以便有可能较久地把时间感觉的生动痕迹保持在意识中，依靠这种痕迹对后来的反应速度做出必要的调整。这两种安排的不同之处在于后者分化得加精确。第三种安排是为了让被试了联系完成最困难的任务，通过这种练习使被试对短的时间间隔的分化达到更精确的...		  【文件名:\当代\CWAC\APL0095.txt	文章标题:	作者:】
",a,0
"82:...观点而进行的研究结果表明，人工概念与自然概念之间并不截然对立，概念形成的检验假设理论仍然能在两者甚至更加精确定义的概念里得到验证。		  【文件名:\当代\CWAC\APL0095.txt	文章标题:	作者:】
",a,1
"83:从长期看导致更加平等的收入分配		  【文件名:\当代\CWAC\APM0078.txt	文章标题:	作者:】
",a,0
"84:...其物质基础的。它们生活在水中、空中、地面、地下、树上等极为多样化的环境中，接受外界刺激很多，神经系统更加集中和完善。无论怎样高级的无脊椎动物，都只有一个实心的腹神经索，而没有中空的背神经管和真正的脑，也没有...		  【文件名:\当代\CWAC\APT0099.txt	文章标题:	作者:】
",a,0
"85:...的分化。它们不仅在远距离感觉(视、嗅、听)上比鱼类发达，皮肤上已分化出温点、冷点、触点和痛点，其行为更加多样化。其他行为也比鱼类发达。从它们捕获猎物的活动中，可以看出，它们已能辨别物体的运动和形状。两栖类动...		  【文件名:\当代\CWAC\APT0099.txt	文章标题:	作者:】
",n,1
"86:前已述及，人类祖先所从事的劳动是一种社会化的活动。社会化的劳动使社会成员更加紧密地互相结合起来，他们相互帮助，共同协作，传递劳动经验，这样，正在形成中的人彼此之间就迫切需要有话要说。同时，由于直立行走，有了发达的言语器官(包括肺部、喉头及口腔等方面）的可能性，可以作这样的推测，正在形成中的人在劳动活动中获得的信息急剧增加，而脑中以形象为内容的观念已无法再直接用形象来表达，于是便不自觉地用叫声(类似于现代类人猿的叫声)并夹...		  【文件名:\当代\CWAC\APT0099.txt	文章标题:	作者:】
",a,0
"87:第三，语言使人类的认识更加广阔。语言的产生，开始是有声语言，后来又产生了文字符号系统。文字符号系统在巩固和传达认识成果、储存和传...		  【文件名:\当代\CWAC\APT0099.txt	文章标题:	作者:】
",a,0
"88:...究相结合的范例。帕雷托对逻辑与非逻辑行动的分类，对动态平衡的阐述以及精英循环的看法，使实证主义社会学更加丰富和完善。		  【文件名:\当代\CWAC\ASE0101.txt	文章标题:	作者:】
",a,0
"89:...起着积极的作用。相反，僵硬的社会结构采取压制手段，不允许或压抑冲突，冲突一旦积累、爆发，其程度势必会更加严重，将对社会结构产生破坏作用。为此，科塞提出，要建立完善的社会安全阀制度，这种制度一方面可以发泄积累...		  【文件名:\当代\CWAC\ASE0103.txt	文章标题:	作者:】
",a,0
"90:...，一切理论、命题和概念必须能经受事实的检验，而研究过程中则须把事实与价值区别开来，使社会学日臻成熟、更加接近于自然科学的精确科学。在这种认识的指导下，社会学知识的普遍性被认为是当然的，即使还未达到此种程度，...		  【文件名:\当代\CWAC\ASE0105.txt	文章标题:	作者:】
",v,0
"91:它们之间的区别在于福利多元组合可以讨论的社会部门和互动关系更加复杂和丰富。		  【文件名:\当代\CWAC\ASJ0108.txt	文章标题:	作者:】
",a,1
"92:...术上，格拉诺维特的嵌入性理论与波兰尼所做的已有明显不同，即格拉诺维特的分析着眼于具体的经济行为，从而更加细致，更有操作性。有的学者用可分析与不可分析来比较波兰尼的嵌入思想和格拉诺维特的嵌入理论，指出波兰尼的...		  【文件名:\当代\CWAC\ASJ0110.txt	文章标题:	作者:】
",a,1
"93:在社会科学中实际上也可以使用更加结构性的嵌入概念，即在Nested的意义上使用嵌入概念。Nested所表示的嵌入是某一事物“物理性地”...		  【文件名:\当代\CWAC\ASJ0110.txt	文章标题:	作者:】
",n,0
"94:...会服务领域，通过互动对专业社会工作自身发展带来的影响。它证明了自己的能力还是未被证明，通过这种进入它更加被实际社会服务系统接纳还是没有改变或者被负面评价，这些影响着专业社会工作的进一步发展。后者指的是社会工...		  【文件名:\当代\CWAC\ASJ0110.txt	文章标题:	作者:】
",v,0
"95:...诸多层次上较深入地参与项目或服务规划，以及相对独立地开展服务活动。深度嵌入实际上是主导的社会服务体制更加接受、了解专业社会工作之后的状态，也是二者在较深层次的合作。在某种背景下，这种深度嵌入也有相互渗透、融...		  【文件名:\当代\CWAC\ASJ0110.txt	文章标题:	作者:】
",v,0
