"12:　　她和思成一边吃早餐一边商量着。徽因身穿一件豆绿色的缎晨衣，越发衬得面容清癯而苍白。面前的桌子上，摊放着被否定的设计方案。方案以一个白色圆环状的璧为主体，白璧的上面，...		  【文件名:\当代\史传\张清平 林徽因.txt	文章标题:	作者:】
",v,0
"13:...不下十数次，现在已年过半百，仍觉欲火难禁，浑身燥热异常。遂上前一把搂在怀里，见那新娘弱不胜衣的样儿，越发可爱。这一夜恩爱，曲尽绸缨。次日早晨，努尔哈赤即封博尔济锦氏为侧妃。		  【文件名:\当代\史传\李文澄 努尔哈赤.txt	文章标题:	作者:】
",a,0
"14:...。接着，漠南蒙古西部的鄂尔多斯部、土默特部等也相继降附建州努尔哈赤。自此而后，明朝失去北面屏障，边事越发不可收拾。		  【文件名:\当代\史传\李文澄 努尔哈赤.txt	文章标题:	作者:】
",a,0
"15:...离。一直到十三岁，他们还是同床而睡。谁知达启过了十三岁格外大了，这姑娘早已十八、九岁，两人天天作伴，越发要好。后来莽古济二十二岁，他十七岁，两人情窦已开。		  【文件名:\当代\史传\李文澄 努尔哈赤.txt	文章标题:	作者:】
",a,0
"16:费格拉哈听了这两句话，仿佛吃了定心丸似的。又见洛克非英两颊飞红，越发显出娇艳。就伸出手去，把她拥在怀里，正准备俯下头去，亲那桃花般的脸庞。谁知洛克非英现出非常娇羞的样子，...		  【文件名:\当代\史传\李文澄 努尔哈赤.txt	文章标题:	作者:】
",v,0
"17:这何和理自知病如入膏盲，又想起费英东、额亦都、安费扬古、扈尔汉四人，免不得痛哭流涕，病情越发加重。		  【文件名:\当代\史传\李文澄 努尔哈赤.txt	文章标题:	作者:】
",v,0
"18:　　李嘉诚听了越发奇怪：“你们公司老板？他怎么知道我这个小小推销员啊？”		  【文件名:\当代\史传\窦应泰 李嘉诚家族传.txt	文章标题:	作者:】
",a,0
"19:　　这一次，他经香港特首董建华的提醒，越发理解中草药对香港从金融风暴中走出困境将要起到的作用。于是，李嘉诚在离开特区政府不久，即在长实集团总部连夜召开一次重要的会议。就在这次会议上，他正式提出一项尽快把中药材列入可以促进香港特区经济增长的计划，优先考虑并马上付诸实施。在这个中草药计划中，李嘉诚的“中药港”设想方案尤为引人注目。李嘉诚认为“中草药”是我们的国宝，在香港回归祖国以后，中草药将要成为我们经营和销售的主体，这不仅是为了赚钱，重要的是在发扬祖国的中药遗产，让世界通过“中药港”来进一步认识中草药的作用。		  【文件名:\当代\史传\窦应泰 李嘉诚家族传.txt	文章标题:	作者:】
",v,0
"20:...，再到中国外经贸部，经历了大风大浪、坎坎坷坷的马云，在现实面前没有感到茫然而不知所措，相反，马云显得越发沉稳和坚强。		  【文件名:\当代\史传\谁认识马云.txt	文章标题:	作者:】
",a,0
"21:...而登上国际杂志。如果说选秀、PK所掀起的全民热潮还有更深层次的文化意义，其最大的突破就在于让媒体开始越发关注草根阶层，一夜成名的草根梦想不再遥不可及，只要你有梦想。		  【文件名:\当代\史传\谁认识马云.txt	文章标题:	作者:】
",a,0
"22:...寞孤单，无所依靠。现代社会中，由于生活节奏加快，各人都忙于自己的事，老年人与青年人之间形成“代沟”，越发使老年人觉得自己脱离了沸腾的生活，如果老年人长期处于孤独状态，就会造成性格变异、狭隘、善疑、易怒，甚至...		  【文件名:\当代\应用文\健康养生\养生与健美方法100例.txt	文章标题:	作者:】
",v,0
"23:...近偶遇多年未曾谋面的一位友人，她是美容师。算起来，她已经年过四旬了，可一点儿没有衰老之相，不施粉黛却越发年轻，体态轻盈，容光映人，看上去要比实际年龄小十岁。喝茶时我向她请教驻颜之术，她说，自己并没有选用什么...		  【文件名:\当代\应用文\健康养生\王昕 黄帝内经中的女人养生养颜经.txt	文章标题:	作者:】
",a,0
"24:进入老年以后，通常情况下夫妻之间的生活会变得越发平淡、机械起来。许多没有心理准备、不善于调节生活的老年人会明显感到夫妻关系鼓噪、乏味，从而出现厌倦、烦...		  【文件名:\当代\应用文\健康养生\给老爸老妈的100个长寿秘诀.txt	文章标题:	作者:】
",a,0
"25:　　除了偶尔抬起头，墨菲先生一直忙着奋笔疾书。我因对自己的回答缺乏信心，越发觉得墨菲先生的脸色阴沉，希望正一步步离我远去。		  【文件名:\当代\应用文\社会科学\MBA宝典.txt	文章标题:	作者:】
",v,0
"26:村民两处扑空，情绪越发变得激愤，最后一合计，决定直接去县里。		  【文件名:\当代\应用文\社会科学\中国农民调查.txt	文章标题:	作者:】
",v,0
"27:张西德越发火冒三丈地说道：""有本事你们就往上找! 		  【文件名:\当代\应用文\社会科学\中国农民调查.txt	文章标题:	作者:】
",a,0
"28:村民要求每人拿出证件来证明自己的身份。这一下，三个人变得越发紧张起来，趁着混乱，落荒而逃。这一逃，村民就觉得问题更大，当然更不能放过，当即追了上去。		  【文件名:\当代\应用文\社会科学\中国农民调查.txt	文章标题:	作者:】
",a,0
"29:...能，常常无视国家的法律、法规以及依法制定的政策规章，将不应收费的业务活动也强行收费，或搭车收费，这就越发加重了农民的各种负担。		  【文件名:\当代\应用文\社会科学\中国农民调查.txt	文章标题:	作者:】
",v,0
"30:何开荫听了越发奇怪。那么大老远的地方都有风传，他在省城却从未听谁说起，这是不是就叫""灯下黑""呢?		  【文件名:\当代\应用文\社会科学\中国农民调查.txt	文章标题:	作者:】
",a,0
"31:...一脸书卷气的李秋鸿，他在会上极力坚持的，其实是国家财政部的意见，正因为不只是他个人的看法，各地代表才越发感到，大家正在热心试验着的这场农村税费的改革，其前景并不那么乐观。		  【文件名:\当代\应用文\社会科学\中国农民调查.txt	文章标题:	作者:】
",v,0
"32:...想的自由世界，这些貌似“独立”的举动并没给父母带来宽慰，他们觉得小凡变得越来越需要他们的保护、帮助，越发为她担心。第一次归家后，小凡的父母曾在她身边守护了７天７夜。事实上，小凡不知不觉掉进了原来的模式，以依...		  【文件名:\当代\应用文\社会科学\大学生心理卫生与咨询.TXT	文章标题:大学生心理卫生与咨询	作者:王登峰;张伯源】
",v,0
"33:...声地细细诉说自己的不幸.也如同一只蚕正在吐丝,于不知不觉之中,轻轻将读者的一颗心缠住了,使你觉得心头越发沉重,这是《雁寺》,也是水上文学的又一个明显特征.这么一部优秀作品的产生,是与作家的经历密切相关的,我...		  【文件名:\当代\应用文\社会科学\当代世界文学名著鉴赏词典.TXT	文章标题:	作者:】
",a,0
"34:...侍侯公主,明白了宫中的等级是森严的.几年以后,告别了童年的帕瑞成了一个漂亮的少女,而璀随着年令的增长越发显得泼辣、快乐而自信.帕瑞和璀的哥哥南相识,初恋悄然而至,在军官学校毕业的南被分配到外埠,分别之时他们...		  【文件名:\当代\应用文\社会科学\当代世界文学名著鉴赏词典.TXT	文章标题:	作者:】
",v,0
"36:...为代表的各种类型人物,构成了英国中产阶级30年来的生活历史图卷.社会的物质生活丰富了,然而人的信心却越发减少.但是德拉布尔并不是一个悲观主义者.凯特通过制作		  【文件名:\当代\应用文\社会科学\当代世界文学名著鉴赏词典.TXT	文章标题:	作者:】
",v,0
"37:...太不顾法律的荒谬规定,收容了一些妓女留下的孩子本身已经是一种无声的抗争.在与毛毛父亲卡迪尔的争辩中,越发显出了她的非凡胆略、智慧与炽热的情感.她对卡迫尔所说的那些冷嘲热讽和慷慨激昂的话语,是对黑暗势力的控诉...		  【文件名:\当代\应用文\社会科学\当代世界文学名著鉴赏词典.TXT	文章标题:	作者:】
",v,0
"38:乞丐们越发义愤填膺了,这些天来,他们只能在天亮之前混在密集的人群里溜进市场和清真寺,而当城市醒来时候,他们又得悄悄回到莎位的院子里.人们把目光集中在经验丰富的莎拉身上,莎拉对众乞丐说:""从现在起,大家都呆在这里,哪儿也不去了.走着瞧吧,那些企盼真主保佑他们长生不老升官发财的有钱的人会象需要空气一样地需要我们的.每个想施舍的人都需要有施舍的对象! 		  【文件名:\当代\应用文\社会科学\当代世界文学名著鉴赏词典.TXT	文章标题:	作者:】
",a,0
"39:...来的.""在众目睽睽下,鲁拉向克赖谈到南方种植园,谈到布鲁斯,问克赖敢不敢在车上跟她贴着肚皮跳舞,用词越发下流,进攻的势态越来越厉害.后来她索性骂她中产阶级黑杂种、没出息的汤姆叔.克赖抓着她的肩膀,使劲在她的...		  【文件名:\当代\应用文\社会科学\当代世界文学名著鉴赏词典.TXT	文章标题:	作者:】
",a,0
"40:...西亚——即佩德罗·加西亚第二的父亲——用土法医治才得死里逃生.地震后,埃斯特万依然以自我为中心,性情越发暴躁.夫妻间的裂痕日益加深.不久,老佩德罗·加西亚去世了.在送葬人中有个行动诡秘的神父.他鼓动雇工在大选中投社会党候选人的票,还在河边与布兰卡多次幽会.原来他就是佩德罗·加西亚第三.此事被一个名叫让·德·萨蒂尼的""法国伯爵""告发,埃斯特万一怒之下打了妻子和女儿,还找到木场,用斧头削去佩德罗·加西亚第三的三个手指.克拉腊忍无可忍,带着女儿返回首都.布兰卡怀孕迹象日益明显.为了遮盖家丑,埃斯特万强令布兰卡嫁给""法国伯爵"",并让他们到北方一个荒凉省份过活.""伯爵""大搞走私文物、倒卖干尸的活动,而且是个性变态者.布兰卡无法忍受,才逃离夫家,赶回首都,刚进家门就生下女儿阿尔芭.此时,海梅已从医学系毕也养成了扶危济贫的习惯.尼古拉斯终日闲荡,异想天开,学会些玄妙的玩意儿.阿尔芭七岁那年,克拉腊离开人世.特鲁埃瓦家族陷入一片混乱.尼古拉斯为抗议父亲的专横行为,赤身露体在大街上示威,终被父亲送往国外.海梅和社会党交往密切,结识了民间进步歌手佩德罗·加西亚第三相社会党推出的总统侯选人.帝兰卡和旧情人佩德罗·加西亚第三频繁幽会.特鲁埃瓦家族面临分崩离析的危险.阿尔芭18岁进入大学学习,认识了激进的革命青年米格尔,她出于对米格尔的爱情,开始参加学生运动.总统大选来临,社会政治斗争日趋激烈.最后,社会党联合其他左派力量在大选中获胜.为了打击左翼政府,右派势力制造经济恐慌,引赵市民对政府的不满.土改中,三星庄园的土地分给了雇工.埃斯特万带领几名打手赶往庄园,企图夺回失去的土地.结果反被雇工扣留为人质,布兰卡找到当了政府部长的佩德罗·加西亚第三,经过一番交涉才把人质救出.右派势力未能用和平手段推翻合法政府,军人遂发动了军事政变.政变中,总统壮烈牺牲,海梅和一批总统的追陋者被军人抓住,受尽酷刑,最后惨遭杀害.埃斯特万...		  【文件名:\当代\应用文\社会科学\当代世界文学名著鉴赏词典.TXT	文章标题:	作者:】
",a,0
"41:...在蓝色的期末成绩表里，赫然有一抹红色——体育不及格。是呀，这一年来小森确实看起来壮实了不少，但是他也越发不爱运动了……眼看这样下去成了个小胖墩，这可急坏了小森的父母。		  【文件名:\当代\应用文\社会科学\程凯 餐桌上的养生.txt	文章标题:	作者:】
",v,0
"42:...支票，第二次就得开130万元支票换回；第三次就得开180万元支票。以此类推，自然支票面额越开越大，而越发不可收拾，这真是像恶性传染病般的		  【文件名:\当代\应用文\社会科学\哈佛管理培训系列全集\第13单元  哈佛经理弊病诊治.txt	文章标题:	作者:】
",a,0
"43:...先。图腾所描绘的有动植物，也有想象出来的图像。当一些民族或部落相互兼并的时候，也就出现了图腾的合并，越发复杂起来。		  【文件名:\当代\应用文\自然科学\中国儿童百科全书.TXT	文章标题:	作者:】
",a,0
"44:滋：增益→越发、更加    （7）不如早为之所，无使滋蔓。		  【文件名:\当代\应用文\议论文\语言学论文\039.txt	文章标题:	作者:】
",x,0
"45:（资治通鉴·陈纪·宣帝太建十年）    “滋”由“增益”的“加多”义引申虚化为“越发”、“更加”，“滥”由“泛滥”的“恣肆”义引申虚化为“肆意”、“随意”，都是很自然的。		  【文件名:\当代\应用文\议论文\语言学论文\039.txt	文章标题:	作者:】
",x,0
"46:加：诬枉→增加→更加、越发    （41）我不欲人之加诸我也，吾亦欲无加诸人。		  【文件名:\当代\应用文\议论文\语言学论文\039.txt	文章标题:	作者:】
",x,0
"47:因“诬枉”总是强加于人，故可引申为“增加”义，如例（42）；又由“增加”义进一步引申虚化为“更加、越发”义，如例（43）。		  【文件名:\当代\应用文\议论文\语言学论文\039.txt	文章标题:	作者:】
",x,0
"48:...构异常复杂的句子里（如例(3)），“不”与谓词之间因宾语结构过长而相隔甚远，使二者之间的语义关系显得越发模糊，正反对举的语义也就不太明确（赵新，1994）。		  【文件名:\当代\应用文\议论文\语言学论文\080.txt	文章标题:	作者:】
",a,0
"49:...巴”─大bus，“的确凉”─dacron），这些都对汉语词的理据研究形成了一定的干扰，使汉语词的理据越发隐晦。		  【文件名:\当代\应用文\议论文\语言学论文\138.txt	文章标题:	作者:】
",a,0
"50:...暴跳如雷”。《古诗为焦仲卿妻作》：“我有亲父兄，性行暴如雷。”清·吴敬梓《儒林外史》第六回：“严贡生越发恼得～。”		  【文件名:\当代\应用文\词典\中国成语大辞典（条目）.txt	文章标题:	作者:】
",x,0
"51:【抽抽搭搭】形容抵声哭泣。清·曹雪芹《红楼梦》第一○六回：“平儿听了，越发～的哭了起来。”		  【文件名:\当代\应用文\词典\中国成语大辞典（条目）.txt	文章标题:	作者:】
",x,0
"52:...起肩膀，弯曲着腰。形容衰老或不健康的体态。清·曹雪芹《红楼梦》第五十一回：“只有他穿着那几件旧皮裳，越发显的拱户缩背，好不可怜见的！”		  【文件名:\当代\应用文\词典\中国成语大辞典（条目）.txt	文章标题:	作者:】
",x,0
"53:...众寡不敌，三战三北。”鲁迅《两地书·二一》：“群众是浮躁，急不可待的。忍耐不过，～，自难免日久变生，越发不可收拾。”		  【文件名:\当代\应用文\词典\中国成语大辞典（条目）.txt	文章标题:	作者:】
",a,0
"55:【越发】（１）更加：过了中秋，天气～凉快了。（２）跟上文的‘越’或‘越是’呼应，作用跟‘越…越…’相同（用于...		  【文件名:\当代\应用文\词典\倒序现汉词典.txt	文章标题:现代汉语词典	作者:】
",x,0
"56:【愈加】越发。		  【文件名:\当代\应用文\词典\倒序现汉词典.txt	文章标题:现代汉语词典	作者:】
",x,0
"57:【浓重】（烟雾、气味、色彩等）很浓很重：山谷中的雾越发～了｜桂花发出～的香味｜这位老人画的花卉，设色十分～。		  【文件名:\当代\应用文\词典\倒序现汉词典.txt	文章标题:现代汉语词典	作者:】
",a,0
"58:...;gt;贤；胜过。《论语·公冶长》：“女与回也孰～?”③&amp;lt;副&amp;gt;更加；越发。《送东阳马生序》：“或遇其叱咄，色～恭，礼～至。”		  【文件名:\当代\应用文\词典\古汉语词典_中学生必备.txt	文章标题:	作者:】
",x,0
"59:浓重】（烟雾、气味、色彩等）很浓很重：山谷中的雾越发～了｜桂花发出～的香味｜这位老人画的花卉，设色十分～。		  【文件名:\当代\应用文\词典\现汉词典.txt	文章标题:现汉词典	作者:】
",a,0
"61:愈加】越发。		  【文件名:\当代\应用文\词典\现汉词典.txt	文章标题:现汉词典	作者:】
",x,0
"62:越发】（１）更加：过了中秋，天气～凉快了。（２）跟上文的‘越’或‘越是’呼应，作用跟‘越…越…’相同（用于...		  【文件名:\当代\应用文\词典\现汉词典.txt	文章标题:现汉词典	作者:】
",x,0
"63:农业面向市场后，农民群众的农建热情非但没减，反而越发高涨，这究竟是什么原因？		  【文件名:\当代\报刊\1994年报刊精选\01.txt	文章标题:	作者:】
",a,0
"64:...大潮兴起、宏观经济向着市场体制步步推进之后，传统体制所带来的机构庞大、人员过剩、效益下降的后遗症也就越发严重了。		  【文件名:\当代\报刊\1994年报刊精选\01.txt	文章标题:	作者:】
",a,0
"65:大哥大”，他的形象越发时髦潇洒，漂亮的女孩子云集四周，其中不乏痴情的追求者。此时此刻李宁是否仍然  		  【文件名:\当代\报刊\1994年报刊精选\01.txt	文章标题:	作者:】
",a,0
"66:死人一个个从医院太平间“走”出来，给死人造房子的土地越发显得金贵，豫南某市南的一座山丘，六七十年代上山埋死人，不收地皮钱，但必须够规定的级别，后来取消了级别，...		  【文件名:\当代\报刊\1994年报刊精选\01.txt	文章标题:	作者:】
",v,0
"67:...理水平的激烈挑战。在这种形势下，乡镇企业经营规模小、工艺设备差、技术含量底、管理水平不高等诸多劣势正越发暴露出来，前进道路上渐见举步维艰。原来  		  【文件名:\当代\报刊\1994年报刊精选\02.txt	文章标题:	作者:】
",v,0
"70:新的工时制度实施后，人们越发觉得原来的生活太单调了，博物馆、展览馆、文化宫仿佛太商业化了。		  【文件名:\当代\报刊\1994年报刊精选\03.txt	文章标题:	作者:】
",v,0
"71:而留美博士王海涛的一席话给予我们的重要启示恰恰是：越是透彻地了解外部世界，就越发深刻地热爱祖国。		  【文件名:\当代\报刊\1994年报刊精选\03.txt	文章标题:	作者:】
",a,0
"73:企业逐渐站稳了脚跟，梁卫的目光也越发高远。		  【文件名:\当代\报刊\1994年报刊精选\04.txt	文章标题:	作者:】
",a,0
"74:...合“主旋律”，开展月评“十件好事”、年评“十佳人物”，一个又一个活生生的先进人物，使每年的“主旋律”越发昂扬。		  【文件名:\当代\报刊\1994年报刊精选\04.txt	文章标题:	作者:】
",a,0
"75:她爱人是个供销员，经济收入丰厚，使得她越发有条件梳装打扮。		  【文件名:\当代\报刊\1994年报刊精选\04.txt	文章标题:	作者:】
",v,0
"76:这样，加之国有企业合资，或改造成混和经济，今后国有企业越来越少，挪用公款罪会不会越发英雄无用武之地？		  【文件名:\当代\报刊\1994年报刊精选\04.txt	文章标题:	作者:】
",o,0
"77:这就使得一些人越发瞧不起他：你算什么玩艺，不就是个炒瓜子的吗？		  【文件名:\当代\报刊\1994年报刊精选\04.txt	文章标题:	作者:】
",v,0
"78:卑视秘嫉妒，经纬有序地组织起了世俗的网，使本来就脚步踉跄的年广九，越发举步维艰。		  【文件名:\当代\报刊\1994年报刊精选\04.txt	文章标题:	作者:】
",a,0
"79:儿子５岁那年，丈夫的升迁使家庭经济上了一大台阶，裴正定越发感到自己的工资可有可无。		  【文件名:\当代\报刊\1994年报刊精选\04.txt	文章标题:	作者:】
",v,0
"80:ＢＰ机一但真正进入大通信领域，“移动之声”的本色就会越发挥洒得酣畅淋漓。		  【文件名:\当代\报刊\1994年报刊精选\04.txt	文章标题:	作者:】
",v,0
"81:人们物质条件改善了，对精神生活的追求就地越发强烈，这是大好事。		  【文件名:\当代\报刊\1994年报刊精选\05.txt	文章标题:	作者:】
",a,0
"82:居于“龙头”位置的加工工业围绕市场转，农副产品增值有了保证；作为“龙尾”的养殖业便越发兴旺起来，使四条“龙”飞得更高。		  【文件名:\当代\报刊\1994年报刊精选\05.txt	文章标题:	作者:】
",a,0
"83:上午１０点后，气温升高，火势越发猛烈。		  【文件名:\当代\报刊\1994年报刊精选\05.txt	文章标题:	作者:】
",a,0
"84:出门时，高敏穿白色的衬衣配上超短皮裙，高挑的身段越发妩媚动人。		  【文件名:\当代\报刊\1994年报刊精选\05.txt	文章标题:	作者:】
",a,0
"85:在当今经济大潮的冲击下，文物保护显得越发脆弱。		  【文件名:\当代\报刊\1994年报刊精选\05.txt	文章标题:	作者:】
",a,0
"86:由此，参加安装作业的每一个人越发感到自己肩负的责任重大。		  【文件名:\当代\报刊\1994年报刊精选\05.txt	文章标题:	作者:】
",v,0
"87:上午１０点后，气温升高，火势越发凶猛，蔓延的火线距红花尔基林业局头道桥林场只剩下不足８公里了。		  【文件名:\当代\报刊\1994年报刊精选\05.txt	文章标题:	作者:】
",a,0
"88:１９９２年，也就是河曲县个体客车增长最快的当年，山区群众“乘车难”矛盾越发突出。		  【文件名:\当代\报刊\1994年报刊精选\05.txt	文章标题:	作者:】
",a,0
"89:...烦不少，好处不多”，还有的个别单位货源掌握在极少数人手里，这些人利用货源收取回扣，在这样的情况下，就越发排斥建站工作。		  【文件名:\当代\报刊\1994年报刊精选\05.txt	文章标题:	作者:】
",v,0
"90:随着社会主义市场经济体制的建立，作为连接生产领域和消费领域的中间纽带——流通领域越发显得举足轻重。		  【文件名:\当代\报刊\1994年报刊精选\05.txt	文章标题:	作者:】
",v,0
"91:船员出海后，在码头送行的他心里一直惦念着他们的安危，若遇到雨天、雾天，他心里那块石头就越发沉重了。		  【文件名:\当代\报刊\1994年报刊精选\05.txt	文章标题:	作者:】
",a,0
"92:然而，人们将这些作品读来品去，却越发感到这种隐士的“超然”，或“闲适”，好象是极少数人一种情感交流的通讯码，或是他们彼此理解、默契、倾诉的...		  【文件名:\当代\报刊\1994年报刊精选\06.txt	文章标题:	作者:】
",v,0
"93:随着眼界的扩大，外面的世界越发精彩，黑龙江人的形象开始有了变化，改革开放意识、商品经济意识一天天强烈，抱残守缺的旧有观念遭到唾弃。		  【文件名:\当代\报刊\1994年报刊精选\06.txt	文章标题:	作者:】
",a,0
"94:在国内各地和国外十几个国家和地区的宣传与推展活动，使“雄鹰”名声大振，名牌效应正变得越发明显。		  【文件名:\当代\报刊\1994年报刊精选\06.txt	文章标题:	作者:】
",a,0
"95:上海市房地产业的节节“升温”，使得申城原本就很紧张的地皮越发金贵。		  【文件名:\当代\报刊\1994年报刊精选\06.txt	文章标题:	作者:】
",a,0
"96:当蔡友柏先生的遗体顺利空运出境后，原本就单薄的蔡世佳显得越发消瘦了。		  【文件名:\当代\报刊\1994年报刊精选\06.txt	文章标题:	作者:】
",a,0
"97:...家企业这外再建一个企业，无异于汪洋大海中多了一滴水，拥挤的车道上多了一辆车，结果只会使我们的生存空间越发狭窄。		  【文件名:\当代\报刊\1994年报刊精选\06.txt	文章标题:	作者:】
",a,0
"98:这种以祖孙为主的隔代家庭，子女虽然不乏照顾，但代沟却越发明显，与学校的沟通、亲子间的关系，往往不如父母亲在身边的子女那般亲密，而且孩子越大越为明显。		  【文件名:\当代\报刊\1994年报刊精选\07.txt	文章标题:	作者:】
",a,0
"100:...南两区同是重化学工业为主导的经济区，西北缩小之后与西南“合二而一”也势在必行，南部以旅游为主导的特色越发鲜明。		  【文件名:\当代\报刊\1994年报刊精选\07.txt	文章标题:	作者:】
",a,0
"101:...０名党员群众反映王忠林横行乡里”，朱世检却与写信的事不沾边，到底是谁写的呢？我们一连寻访了十几个人，越发蹊跷：谁也不肯说自己与写信的事有瓜葛，有两个曾多次散布  		  【文件名:\当代\报刊\1994年报刊精选\07.txt	文章标题:	作者:】
",a,0
"102:——郭小姐是某大医院的护士，皮肤白皙、细腻，瓜子脸，两道弯眉下，一双单眼皮的大眼睛越发显出俏丽和文雅。		  【文件名:\当代\报刊\1994年报刊精选\07.txt	文章标题:	作者:】
",v,0
"103:——郭小姐是某大医院的护士，皮肤白皙、细腻，瓜子脸，两道弯眉下，一双单眼皮的大眼睛越发显出俏丽和文雅。		  【文件名:\当代\报刊\1994年报刊精选\07.txt	文章标题:	作者:】
",v,0
"104:去年，患有腰间盘突出症的一位市领导，腰部越发疼得厉害，坐汽车时，常常是上去下不来，下来上不去。		  【文件名:\当代\报刊\1994年报刊精选\07.txt	文章标题:	作者:】
",v,0
"105:而建于１９７３年的老松花江大桥，面对急剧增加的车辆，越发显得力不能支，它没有一天不堵车，严重时，长龙似的车队一堵就是几个小时。		  【文件名:\当代\报刊\1994年报刊精选\07.txt	文章标题:	作者:】
",v,0
"106:...扶持，企业不产生效益（或者说效益不好），国家收入来源不足，又不得不扶持企业，因此货帛多了，通胀问题就越发明显。		  【文件名:\当代\报刊\1994年报刊精选\08.txt	文章标题:	作者:】
",a,0
"107:近年来商业高楼经济巨厦的大矗大立，也使得精神家园越发显得衰败和被遗忘。		  【文件名:\当代\报刊\1994年报刊精选\08.txt	文章标题:	作者:】
",a,0
"108:随着时间的流逝，秦始皇陵地宫越发神秘莫测。		  【文件名:\当代\报刊\1994年报刊精选\08.txt	文章标题:	作者:】
",a,0
"109:从此，每年的七八月份，怀德“转盘”便因有了卖豆角的而越发热闹起来，怀德豆角市场便在农民卖豆角的吆喝声中悄然兴起。		  【文件名:\当代\报刊\1994年报刊精选\08.txt	文章标题:	作者:】
",a,0
"110:这种心理上的误区和精神上的负担，使他们越发活得更累，而那些希望有“高质量”生活且又敢于“吃螃蟹”的人，根据广告传媒上介绍的内容，买来这液那素。		  【文件名:\当代\报刊\1994年报刊精选\08.txt	文章标题:	作者:】
",v,0
"111:面对辉煌的成绩，她没有陶醉；面对鲜花和奖章，她越发感到自己肩上的责任重大。		  【文件名:\当代\报刊\1994年报刊精选\08.txt	文章标题:	作者:】
",v,0
"112:面对辉煌的成绩，她没有陶醉；面对鲜花和奖章，她越发感到自己肩上的责任重大。		  【文件名:\当代\报刊\1994年报刊精选\08.txt	文章标题:	作者:】
",v,0
"113:闭门羹吃过，冷脸子见过，监察纪检党委行政都来查过，这一切越发激励他一定要把企业搞好的决心。		  【文件名:\当代\报刊\1994年报刊精选\09.txt	文章标题:	作者:】
",v,0
"114:市场才是检验企业一切工作的最高标准——这句话成了“双星”的思想，并且在市场的磨励中越发坚定不移。		  【文件名:\当代\报刊\1994年报刊精选\09.txt	文章标题:	作者:】
",a,0
